"Source Voltage","Source Int. Voltage","Source Current","Drain Voltage","Drain Int. Voltage","Drain Current","Gate Voltage","Gate Int. Voltage","Gate Current","Substrate Voltage","Substrate Int. Voltage","Substrate Current"
0.0000000000e+00,0.0000000000e+00,-2.5867944920e-12,-2.5000000000e-01,-2.5000000000e-01,-3.0212542710e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,5.6129828610e-12
0.0000000000e+00,0.0000000000e+00,-2.6120726910e-12,-2.5000000000e-01,-2.5000000000e-01,-3.0327888880e-12,-1.0000000000e-01,-1.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,5.6440401660e-12
0.0000000000e+00,0.0000000000e+00,-2.6542513190e-12,-2.5000000000e-01,-2.5000000000e-01,-3.0533357670e-12,-2.0000000000e-01,-2.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,5.7054211990e-12
0.0000000000e+00,0.0000000000e+00,-2.6929653980e-12,-2.5000000000e-01,-2.5000000000e-01,-3.0792531300e-12,-3.0000000000e-01,-3.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,5.7735143670e-12
0.0000000000e+00,0.0000000000e+00,-2.7365907320e-12,-2.5000000000e-01,-2.5000000000e-01,-3.0975157000e-12,-4.0000000000e-01,-4.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,5.8389185010e-12
0.0000000000e+00,0.0000000000e+00,-2.7863343030e-12,-2.5000000000e-01,-2.5000000000e-01,-3.1176651010e-12,-5.0000000000e-01,-5.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,5.9025927120e-12
0.0000000000e+00,0.0000000000e+00,-2.8246342090e-12,-2.5000000000e-01,-2.5000000000e-01,-3.1422547950e-12,-6.0000000000e-01,-6.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,5.9650792110e-12
0.0000000000e+00,0.0000000000e+00,-2.8684745900e-12,-2.5000000000e-01,-2.5000000000e-01,-3.1610922130e-12,-7.0000000000e-01,-7.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.0263201000e-12
0.0000000000e+00,0.0000000000e+00,-2.9084588660e-12,-2.5000000000e-01,-2.5000000000e-01,-3.1836349120e-12,-8.0000000000e-01,-8.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.0862107800e-12
0.0000000000e+00,0.0000000000e+00,-2.9316779120e-12,-2.5000000000e-01,-2.5000000000e-01,-3.2042824300e-12,-9.0000000000e-01,-9.0000000000e-01,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.1447116970e-12
0.0000000000e+00,0.0000000000e+00,-2.9769848030e-12,-2.5000000000e-01,-2.5000000000e-01,-3.2246123010e-12,-1.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.2018470380e-12
0.0000000000e+00,0.0000000000e+00,-3.0095975760e-12,-2.5000000000e-01,-2.5000000000e-01,-3.2424718810e-12,-1.1000000000e+00,-1.1000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.2577137460e-12
0.0000000000e+00,0.0000000000e+00,-3.0373980290e-12,-2.5000000000e-01,-2.5000000000e-01,-3.2810796590e-12,-1.2000000000e+00,-1.2000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.3124529080e-12
0.0000000000e+00,0.0000000000e+00,-3.0751984820e-12,-2.5000000000e-01,-2.5000000000e-01,-3.2898678400e-12,-1.3000000000e+00,-1.3000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.3660950710e-12
0.0000000000e+00,0.0000000000e+00,-3.0982485250e-12,-2.5000000000e-01,-2.5000000000e-01,-3.3184303650e-12,-1.4000000000e+00,-1.4000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.4185712350e-12
0.0000000000e+00,0.0000000000e+00,-3.1266717970e-12,-2.5000000000e-01,-2.5000000000e-01,-3.3378912340e-12,-1.5000000000e+00,-1.5000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.4698249200e-12
0.0000000000e+00,0.0000000000e+00,-3.1461773230e-12,-2.5000000000e-01,-2.5000000000e-01,-3.3766870070e-12,-1.6000000000e+00,-1.6000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.5193311870e-12
0.0000000000e+00,0.0000000000e+00,-3.0994367390e-12,-2.5000000000e-01,-2.5000000000e-01,-3.4611835300e-12,-1.7000000000e+00,-1.7000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.5629283380e-12
0.0000000000e+00,0.0000000000e+00,-2.0847104480e-12,-2.5000000000e-01,-2.5000000000e-01,-4.4921770160e-12,-1.8000000000e+00,-1.8000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.5859581380e-12
0.0000000000e+00,0.0000000000e+00,1.3048320270e-11,-2.5000000000e-01,-2.5000000000e-01,-1.9630955760e-11,-1.9000000000e+00,-1.9000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.5908681740e-12
0.0000000000e+00,0.0000000000e+00,1.2824368130e-10,-2.5000000000e-01,-2.5000000000e-01,-1.3483752600e-10,-2.0000000000e+00,-2.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.5955592350e-12
0.0000000000e+00,0.0000000000e+00,5.0351604080e-10,-2.5000000000e-01,-2.5000000000e-01,-5.1011591360e-10,-2.1000000000e+00,-2.1000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.6055807720e-12
