"Source Voltage","Source Int. Voltage","Source Current","Drain Voltage","Drain Int. Voltage","Drain Current","Gate Voltage","Gate Int. Voltage","Gate Current","Substrate Voltage","Substrate Int. Voltage","Substrate Current"
0.0000000000e+00,0.0000000000e+00,7.8417025160e-16,-1.0000000000e+00,-1.0000000000e+00,-3.0602693300e-12,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0609732720e-12
0.0000000000e+00,0.0000000000e+00,2.3525114460e-16,-1.0000000000e+00,-1.0000000000e+00,-3.0624650070e-12,-1.0000000000e-01,-1.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0609734790e-12
0.0000000000e+00,0.0000000000e+00,7.4931824480e-16,-1.0000000000e+00,-1.0000000000e+00,-3.0625521370e-12,-2.0000000000e-01,-2.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0609739770e-12
0.0000000000e+00,0.0000000000e+00,1.2982373490e-15,-1.0000000000e+00,-1.0000000000e+00,-3.0624475810e-12,-3.0000000000e-01,-3.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0609756550e-12
0.0000000000e+00,0.0000000000e+00,1.4550713850e-15,-1.0000000000e+00,-1.0000000000e+00,-3.0624127320e-12,-4.0000000000e-01,-4.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0609848700e-12
0.0000000000e+00,0.0000000000e+00,6.4476222230e-16,-1.0000000000e+00,-1.0000000000e+00,-3.0624998900e-12,-5.0000000000e-01,-5.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0610734270e-12
0.0000000000e+00,0.0000000000e+00,7.4931864780e-16,-1.0000000000e+00,-1.0000000000e+00,-3.0640860590e-12,-6.0000000000e-01,-6.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0623589970e-12
0.0000000000e+00,0.0000000000e+00,1.1764462200e-15,-1.0000000000e+00,-1.0000000000e+00,-3.0793908800e-12,-7.0000000000e-01,-7.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0768999610e-12
0.0000000000e+00,0.0000000000e+00,8.5591670330e-14,-1.0000000000e+00,-1.0000000000e+00,-3.1974891720e-12,-8.0000000000e-01,-8.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1113711220e-12
0.0000000000e+00,0.0000000000e+00,2.2760232590e-12,-1.0000000000e+00,-1.0000000000e+00,-5.3994228130e-12,-9.0000000000e-01,-9.0000000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1236638380e-12
